age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
15,Male,59410,2.49,24,11,4.08,0.97,1.03,1,3.36,5.49,5.02,7.93,55.66,71.64,2.24,0.24,0.36,0.43,0.17,0.5,10.19,35,492,1.85,4,1,783.27,10,1.09,9.35,7.09,26.01,3.32,3.12,4.62,72,5
29,Female,129587,2.06,21,0,7.9,3.26,2.92,5,6.79,3.64,7.12,8.64,95.95,77.23,1.05,0.58,0.35,0.67,0.41,0.79,13.91,0,465,0.48,7,0,1072.95,10,4.55,4.06,5.46,24.06,3.75,7.55,4.26,14,8
45,Male,62844,0.33,2,4,6.8,0.41,0.89,8,1.17,10.0,5.82,5.23,60.78,65.79,0.04,0.56,0.37,0.79,0.34,0.72,3.35,25,435,0.98,5,1,83.92,1,3.73,2.65,7.0,23.77,4.84,8.53,7.6,99,5
24,Female,124316,3.63,21,14,8.32,0.52,0.7,3,7.55,2.09,5.86,3.04,65.13,35.39,5.48,0.47,0.33,0.16,0.38,0.18,4.57,33,326,0.2,7,1,360.82,6,5.33,6.37,9.1,17.65,6.8,4.35,4.09,12,8
34,Female,89184,6.91,8,5,8.56,2.11,0.93,1,5.47,0.0,7.09,4.54,78.55,54.24,4.07,0.36,0.23,0.35,0.81,0.08,11.18,8,156,4.35,8,0,380.67,1,2.64,9.54,7.41,16.36,7.43,5.66,3.65,7,7
34,Female,17305,1.4,28,0,6.06,0.69,1.58,3,2.73,7.69,7.82,2.58,62.79,64.44,0.0,0.75,0.55,0.82,0.74,0.43,3.36,44,322,4.81,7,0,419.34,3,7.93,4.73,6.86,17.31,10.34,5.15,0.96,22,4
58,Male,111864,1.7,29,24,5.53,4.47,0.71,10,6.35,0.84,9.06,6.22,65.12,66.41,0.98,0.62,0.1,0.13,0.29,0.18,2.43,15,315,3.23,9,0,1214.25,2,6.14,6.11,4.39,29.74,2.96,2.3,6.03,47,7
42,Female,54962,3.62,6,9,7.11,0.74,0.84,4,6.49,0.0,5.24,4.15,68.13,66.19,1.48,0.56,0.34,0.16,0.13,0.46,1.24,11,323,1.8,8,0,224.26,6,5.33,7.28,4.62,25.79,6.06,5.32,2.91,57,5
50,Female,141502,7.19,34,1,7.11,3.9,6.27,7,7.38,5.42,8.71,6.87,71.74,80.89,4.17,0.94,0.21,0.1,0.78,0.76,6.11,23,111,3.27,3,0,110.38,9,3.87,5.75,3.57,23.93,11.98,1.44,0.21,31,7
50,Male,119434,4.17,15,22,5.66,0.37,0.57,1,4.18,6.86,7.74,4.64,68.43,57.94,2.18,0.38,0.21,0.77,0.28,0.62,7.28,30,436,1.13,7,0,693.7,0,3.88,7.56,2.18,22.18,5.19,5.84,4.68,71,4
57,Male,65916,4.05,2,6,6.31,1.99,0.23,6,5.42,7.05,5.73,5.33,69.24,68.51,2.81,0.67,0.79,0.71,0.49,0.66,2.2,24,302,0.31,9,1,366.44,1,5.91,2.23,4.3,30.99,5.02,6.63,3.73,29,5
20,Male,130092,2.46,25,13,5.56,5.0,4.87,10,4.12,4.22,7.03,5.24,69.62,78.4,2.91,0.59,0.35,0.04,0.22,0.5,5.09,3,237,1.39,4,0,311.77,8,2.06,6.47,7.35,27.15,4.21,5.49,7.91,0,10
39,Female,71189,2.63,22,8,9.02,5.56,1.96,5,9.56,6.65,5.88,6.16,97.19,73.62,2.41,0.68,0.5,0.2,0.37,0.53,2.52,31,449,2.91,9,1,934.64,5,3.0,10.0,3.46,25.79,14.06,2.44,2.8,52,3
39,Male,79536,4.52,32,1,6.53,2.13,2.85,7,3.56,4.08,6.16,6.17,63.13,76.75,2.63,0.19,0.61,0.34,0.61,0.44,1.24,36,308,0.87,9,1,616.38,6,3.64,4.32,6.53,22.43,10.99,5.03,7.43,48,1
46,Male,60609,4.86,36,12,5.7,0.09,15.8,7,2.96,6.84,4.96,4.81,92.82,44.58,4.26,0.61,0.29,0.38,0.59,0.08,10.64,39,495,1.05,3,0,35.24,5,3.71,3.05,9.05,23.58,5.2,8.9,3.33,80,10
33,Female,40535,3.7,14,10,5.87,0.25,1.24,6,2.63,7.82,3.58,5.73,59.27,68.32,2.06,0.73,0.12,0.23,0.58,0.86,2.4,24,271,0.72,9,1,913.4,5,3.22,8.37,6.82,21.15,4.53,7.07,3.04,65,7
42,Female,96553,3.19,26,18,7.1,1.77,0.36,3,5.96,1.19,5.97,6.54,79.15,48.17,2.94,0.43,0.31,0.59,0.66,0.87,5.3,13,197,3.12,8,1,238.31,9,2.26,2.99,6.74,25.2,7.3,7.21,6.44,11,2
45,Female,36027,7.76,36,12,5.86,0.07,3.62,5,3.07,5.36,7.73,7.94,78.8,57.62,3.52,0.93,0.6,0.17,0.55,0.36,21.78,15,433,0.8,8,1,58.08,3,5.16,4.83,3.46,23.13,9.86,5.12,4.18,81,4
40,Female,33855,0.33,4,2,6.74,3.61,0.35,5,4.02,1.62,3.5,6.22,58.11,68.27,1.64,0.62,0.25,0.19,0.94,0.69,0.98,12,209,0.34,6,1,1664.86,10,8.85,3.4,6.24,15.87,6.21,5.13,5.67,30,1
59,Female,112109,4.43,17,3,8.52,3.79,3.19,5,4.93,4.26,5.19,5.85,64.09,88.23,2.08,0.54,0.25,0.35,0.75,0.83,7.64,13,271,0.73,7,0,716.58,8,6.61,4.55,2.07,22.77,8.02,1.22,3.1,14,3
45,Female,13734,5.78,15,20,5.79,0.27,1.9,8,4.02,4.03,4.56,7.97,62.51,84.67,2.47,0.4,0.55,0.55,0.28,0.64,4.42,41,102,6.61,10,0,18.77,2,3.08,6.94,7.91,29.53,6.4,5.03,6.96,94,5
17,Female,37099,5.97,13,20,4.1,2.24,0.28,1,6.19,4.73,4.8,6.08,87.76,74.1,3.09,0.43,0.39,0.63,0.06,0.24,13.53,12,109,2.88,3,0,1099.56,2,4.65,4.39,7.4,28.64,8.58,7.68,4.16,35,3
31,Male,10219,1.98,20,8,7.89,2.54,0.11,2,5.76,2.26,6.76,0.84,95.09,77.09,1.96,0.61,0.1,0.01,0.4,0.39,1.19,3,376,0.74,6,1,864.95,5,5.35,3.14,3.71,18.28,8.1,6.19,5.37,95,4
16,Male,83329,1.68,25,9,6.9,2.29,0.53,6,9.07,4.53,5.37,7.24,93.24,49.17,1.82,0.87,0.18,0.43,0.33,0.86,5.79,24,127,2.68,8,1,626.68,1,2.62,4.57,3.41,26.65,3.93,8.66,5.47,30,6
47,Female,118195,2.32,36,20,8.98,2.53,0.96,9,2.77,3.43,9.19,8.39,68.3,74.51,2.42,0.51,0.09,0.16,0.37,0.3,0.9,3,454,3.52,2,1,704.46,2,4.52,5.85,7.2,20.62,4.58,4.47,5.76,3,1
29,Male,10866,8.09,4,3,7.91,2.49,1.91,10,2.93,4.97,4.59,7.85,43.63,69.13,6.69,0.89,0.1,0.27,0.79,0.35,13.84,9,348,2.86,9,1,90.68,1,3.53,3.7,7.44,25.45,10.95,6.31,3.05,21,10
56,Male,111346,9.46,15,23,6.35,1.52,1.01,1,4.58,7.66,2.65,5.31,44.56,59.78,7.89,0.64,0.1,0.15,0.04,0.74,2.18,18,409,1.83,3,0,722.93,7,7.74,4.26,8.0,18.89,13.37,4.47,5.87,53,10
40,Female,53081,4.73,28,8,6.45,1.12,2.44,7,4.41,4.33,3.94,5.46,100.0,98.55,1.87,0.21,0.42,0.62,0.55,0.76,13.26,42,176,0.67,7,1,415.61,10,7.34,1.06,5.2,23.18,6.04,6.46,7.08,22,8
42,Female,105716,1.29,3,13,3.74,1.83,0.29,6,6.52,5.94,6.78,7.39,56.1,50.95,0.0,0.26,0.36,0.54,0.59,0.7,0.75,12,223,3.93,10,0,110.2,3,5.08,7.79,2.43,17.39,7.15,6.18,5.2,14,8
41,Male,46578,4.74,4,24,6.04,0.58,1.26,5,4.47,7.97,5.55,2.24,63.83,68.74,3.17,0.12,0.21,0.73,0.68,0.66,9.35,13,354,2.57,8,0,400.88,5,0.44,8.08,8.01,31.56,8.9,2.8,2.84,11,10
58,Male,94529,7.32,11,1,6.56,4.42,3.38,6,6.6,3.66,3.95,6.31,98.91,77.7,4.27,0.33,0.32,0.31,0.54,0.7,9.27,17,236,0.08,1,0,1032.24,7,3.79,3.34,4.37,18.03,11.9,8.84,4.06,17,9
18,Male,129127,6.45,14,2,9.86,1.65,0.47,9,4.72,6.47,8.79,8.16,66.17,87.25,3.08,0.56,0.54,0.3,0.64,0.65,2.06,21,38,6.33,3,1,1134.75,8,2.81,7.04,2.71,31.5,12.55,5.78,7.48,16,7
47,Male,126155,0.63,26,0,6.37,2.11,0.09,7,5.16,2.78,9.64,4.66,56.28,58.53,0.91,0.43,0.16,0.74,0.47,0.66,6.68,5,263,2.0,9,0,50.65,0,5.05,4.57,1.64,19.64,2.49,2.96,3.11,67,10
53,Male,8325,0.07,13,21,9.93,0.33,1.29,4,2.66,3.2,8.3,6.46,63.36,72.9,0.0,0.47,0.76,0.7,0.66,0.9,2.96,0,426,1.3,5,0,38.15,9,3.06,4.09,2.06,28.23,2.42,3.1,3.69,11,9
49,Female,121652,8.84,1,7,5.25,0.07,5.89,6,6.29,2.92,7.04,5.0,43.36,74.33,6.09,0.73,0.06,0.09,0.31,0.59,3.8,22,470,0.98,1,0,593.35,10,5.28,3.34,9.21,24.82,13.82,7.08,3.43,79,10
36,Male,26672,0.65,2,12,5.61,0.06,0.94,3,4.52,7.7,3.75,5.92,62.52,60.15,3.24,0.32,0.25,0.31,0.21,0.68,7.95,31,41,0.8,6,1,358.5,8,8.66,7.65,5.83,26.16,3.03,4.4,4.63,59,9
41,Female,101189,6.33,8,20,7.97,1.12,0.76,6,6.65,1.69,7.14,9.88,65.92,94.12,5.02,0.53,0.39,0.5,0.58,0.57,8.83,12,224,2.32,5,0,564.4,7,8.07,3.14,9.05,26.73,15.11,5.49,3.13,49,6
58,Male,70712,0.79,20,1,5.92,3.42,1.48,7,3.11,1.96,6.39,4.06,49.55,71.19,0.0,0.15,0.42,0.45,0.22,0.22,6.73,47,460,0.77,5,1,354.18,2,5.35,3.26,5.78,21.91,1.26,5.01,3.84,60,5
43,Female,29555,2.73,29,22,6.81,1.34,3.06,3,5.68,3.01,2.47,8.32,91.48,70.75,0.87,0.25,0.09,0.54,0.44,0.6,4.38,16,16,2.11,1,0,57.86,6,8.73,0.91,9.95,21.09,4.46,5.12,3.91,83,6
47,Male,141247,0.08,10,14,6.51,0.29,0.05,9,5.71,2.37,6.96,4.78,93.96,47.14,0.0,0.93,0.37,0.27,0.46,0.6,3.41,4,278,0.24,0,0,1162.7,4,4.6,6.87,5.82,24.24,2.35,3.12,1.81,83,4
45,Female,105604,0.97,3,7,5.79,0.84,0.99,7,4.65,9.19,7.6,6.6,40.35,62.04,1.49,0.65,0.35,0.46,0.79,0.67,8.78,4,469,2.03,4,1,415.95,10,4.66,3.66,7.85,29.9,4.89,4.87,2.88,78,9
33,Male,25791,7.57,19,10,7.83,0.6,2.42,7,5.24,4.59,5.46,4.87,59.09,21.37,5.71,0.07,0.13,0.71,0.41,0.78,3.08,48,269,1.55,9,1,1855.9,10,6.48,4.59,5.51,20.57,14.62,5.59,8.1,60,1
44,Female,94820,2.32,34,20,7.54,3.24,0.97,1,1.64,6.06,2.72,5.12,62.98,83.24,2.32,0.67,0.25,0.51,0.15,0.22,15.19,8,304,0.92,9,0,0.77,5,7.68,3.52,6.6,25.7,8.1,4.3,0.85,41,4
35,Female,37126,1.86,27,4,8.54,3.87,0.36,8,5.26,6.8,6.12,3.94,83.71,59.21,0.64,0.6,0.28,0.15,0.14,0.23,3.94,19,338,0.26,7,1,526.73,2,7.43,4.64,9.34,28.36,3.95,4.91,3.85,67,1
45,Female,85578,3.92,13,22,6.58,1.45,3.65,1,6.35,5.76,6.48,8.38,55.36,82.95,3.79,0.5,0.13,0.59,0.54,0.19,0.97,2,418,2.13,6,0,352.44,5,1.94,5.61,7.9,21.82,4.7,3.48,4.48,55,10
15,Female,58426,7.66,34,17,5.3,0.22,0.34,4,3.73,6.9,3.96,7.06,61.8,62.17,4.68,0.31,0.2,0.13,0.61,0.69,4.73,38,435,1.04,4,0,136.58,5,6.86,3.58,6.7,28.24,15.43,5.35,3.8,64,10
30,Other,93442,1.71,36,8,6.41,0.84,2.12,4,5.61,3.16,7.52,5.9,83.52,85.64,2.23,0.69,0.13,0.7,0.72,0.64,6.9,5,289,1.31,6,1,267.36,6,4.02,1.59,3.87,24.5,2.02,3.5,5.27,97,5
37,Female,69209,10.11,12,5,7.82,4.36,2.97,7,2.96,7.47,0.83,8.17,63.92,93.09,8.09,0.51,0.12,0.6,0.45,0.59,4.19,0,457,2.23,2,1,243.89,3,5.09,5.15,4.52,21.4,15.56,5.53,2.1,66,5
54,Female,58214,4.61,14,18,5.97,0.51,0.9,8,7.07,0.0,9.4,3.44,79.54,85.17,2.39,0.65,0.47,0.63,0.84,0.38,11.09,41,179,4.9,8,0,735.36,7,6.58,0.97,2.96,25.79,7.04,1.08,4.35,27,4
43,Male,63450,3.11,5,19,10.72,0.73,0.1,9,5.07,6.18,6.78,4.16,63.91,44.16,3.9,0.58,0.4,0.5,0.27,0.43,3.53,20,270,2.42,10,1,367.7,10,9.04,5.4,5.98,32.24,8.36,4.05,1.49,72,1
15,Female,22382,4.17,20,5,6.14,9.75,2.65,6,3.93,2.04,3.25,7.0,100.0,69.86,2.46,0.53,0.3,0.63,0.62,0.6,4.3,7,401,0.53,0,1,600.94,10,6.81,4.98,10.0,22.46,8.39,2.5,1.55,10,1
52,Female,41448,6.81,8,15,8.35,0.59,1.66,5,5.42,4.36,6.28,5.82,76.17,64.79,5.31,0.26,0.06,0.33,0.7,0.61,2.88,34,252,2.15,1,0,426.99,0,10.0,3.66,5.11,17.59,8.28,4.81,3.63,42,3
58,Male,92276,6.54,12,13,6.8,6.57,0.2,9,6.35,3.68,7.65,4.69,88.14,82.3,3.76,0.64,0.57,0.41,0.77,0.35,2.61,42,145,2.1,4,0,12.06,4,4.32,6.83,4.42,29.51,17.21,4.57,3.0,32,8
36,Female,134734,3.8,12,2,8.36,3.48,5.79,5,8.2,9.72,4.43,6.58,54.58,73.72,2.44,0.19,0.24,0.51,0.76,0.4,18.53,11,101,1.66,4,0,57.51,10,4.7,7.13,5.06,27.4,7.03,1.61,3.61,39,1
44,Female,140236,8.86,22,16,4.46,0.48,0.07,3,9.03,7.4,10.0,9.02,100.0,87.27,7.1,0.31,0.16,0.29,0.67,0.81,0.93,41,375,1.28,6,1,432.94,4,4.6,7.07,6.57,21.84,11.57,2.66,3.37,67,5
59,Male,44486,0.12,6,20,7.89,0.11,0.76,3,6.22,5.49,5.32,5.64,88.36,100.0,0.0,0.64,0.17,0.4,0.45,0.51,5.32,14,310,1.47,9,1,209.68,2,5.59,5.7,6.24,21.25,9.25,6.23,4.29,77,9
34,Male,120373,0.54,4,21,7.66,1.16,0.2,6,7.66,2.55,4.73,4.77,73.79,61.35,0.0,0.91,0.09,0.72,0.88,0.77,5.92,7,197,1.55,4,0,919.13,10,3.69,7.1,5.38,31.43,1.57,5.4,5.38,75,9
35,Female,92227,1.2,11,19,6.97,0.9,0.28,6,3.26,8.31,3.48,3.77,76.7,49.74,0.0,0.21,0.22,0.32,0.29,0.39,3.93,32,215,1.74,6,0,252.56,5,5.62,1.91,8.12,22.2,4.23,4.99,1.82,96,9
14,Male,12146,1.4,25,22,5.95,0.47,1.66,6,1.78,0.58,5.03,5.41,56.02,64.75,1.54,0.4,0.29,0.28,0.18,0.83,0.53,48,403,0.91,8,1,771.31,1,6.69,4.92,5.88,18.99,6.71,9.1,3.57,37,5
39,Female,51916,1.02,34,19,6.2,4.42,0.76,8,4.82,5.68,6.94,6.87,77.89,84.4,1.35,0.18,0.15,0.55,0.46,0.93,3.88,45,147,0.46,5,1,74.73,10,1.59,5.53,5.51,27.38,4.65,6.32,4.05,37,3
54,Male,42037,2.52,10,11,7.31,9.37,0.4,5,4.76,0.57,5.77,5.12,69.99,50.51,3.24,0.15,0.39,0.27,0.41,0.49,2.74,5,156,3.94,3,1,700.09,7,5.64,5.27,7.34,26.82,7.33,3.42,0.82,66,4
14,Female,36657,5.76,2,23,7.02,6.88,2.8,3,3.69,1.75,3.27,4.41,83.8,68.65,3.97,0.16,0.19,0.39,0.44,0.54,7.32,8,386,1.48,5,0,92.78,0,3.61,5.46,6.64,25.46,9.08,3.87,3.17,2,5
38,Male,85153,2.1,26,21,5.39,3.76,2.7,10,8.56,7.23,6.31,7.52,83.44,53.72,1.77,0.29,0.17,0.15,0.44,0.76,1.57,21,427,0.31,7,0,286.9,7,3.84,1.36,7.47,27.12,5.32,2.91,2.17,55,6
29,Male,30182,6.63,28,4,6.68,4.45,0.26,1,4.12,4.15,5.49,4.55,63.86,75.62,4.55,0.56,0.28,0.19,0.53,0.42,5.31,14,255,1.07,7,1,431.23,5,3.55,3.98,7.39,25.38,13.85,4.56,3.92,75,6
52,Female,149586,3.29,16,20,4.95,1.2,0.9,4,5.36,6.51,6.6,9.89,77.28,64.61,2.46,0.6,0.06,0.5,0.4,0.71,1.89,25,2,3.33,7,0,334.49,1,6.89,3.34,6.82,21.06,9.19,5.27,4.11,69,10
45,Female,118534,4.92,28,22,6.52,0.69,1.93,2,8.34,10.0,6.1,7.69,77.75,87.96,2.63,0.31,0.43,0.5,0.44,0.7,13.02,34,267,2.07,10,1,53.97,9,5.64,6.65,4.56,24.92,9.23,6.56,1.64,74,1
21,Female,21390,7.0,5,0,6.8,0.35,3.2,8,5.17,1.79,4.7,8.37,40.29,78.19,6.33,0.71,0.12,0.68,0.22,0.44,1.51,10,276,2.92,10,1,11.46,9,3.35,3.69,4.04,28.55,15.36,4.2,4.38,66,6
55,Male,50819,14.0,23,12,8.74,3.77,1.31,4,4.27,3.63,6.19,7.94,69.32,71.06,9.28,0.12,0.33,0.31,0.49,0.61,5.69,24,28,2.35,7,1,891.96,4,5.93,6.01,7.17,26.51,30.44,3.25,5.41,17,6
51,Female,5601,6.35,29,12,9.41,4.72,0.63,4,4.59,8.81,6.51,5.44,56.98,78.38,4.74,0.75,0.6,0.13,0.3,0.51,3.76,29,403,1.89,8,1,135.91,7,5.74,3.66,4.76,24.51,7.36,6.6,4.35,16,7
41,Male,86154,1.01,10,24,6.48,1.39,0.97,6,5.62,5.57,10.0,6.08,78.45,76.35,0.0,0.61,0.16,0.25,0.6,0.14,1.97,24,444,4.27,1,1,309.87,9,5.06,6.81,5.18,25.69,1.88,0.74,5.23,97,1
54,Male,133733,8.53,1,15,9.02,0.7,0.46,9,7.9,7.03,7.48,3.13,85.11,65.39,5.43,0.52,0.52,0.78,0.23,0.36,6.22,34,96,2.22,6,1,11.44,1,3.79,7.92,5.81,20.55,12.41,6.03,4.67,64,8
38,Female,69870,0.52,19,7,5.41,3.73,0.07,8,6.9,6.13,5.29,4.3,76.51,82.23,0.0,0.35,0.3,0.38,0.66,0.33,8.58,35,153,0.74,7,0,350.5,10,5.0,3.58,6.19,22.95,1.47,4.02,6.62,29,3
47,Female,71526,2.17,19,9,7.86,8.82,3.91,7,3.88,6.86,6.72,8.28,78.54,82.18,2.44,0.14,0.2,0.15,0.35,0.4,8.71,13,322,1.25,1,0,2253.84,10,8.61,4.99,6.77,21.38,11.24,3.02,6.11,2,5
37,Female,85097,0.8,24,18,8.16,3.6,1.7,8,5.93,7.29,4.88,10.0,58.46,76.09,0.49,0.21,0.29,0.39,0.71,0.55,6.32,47,498,0.91,7,1,34.31,8,5.91,4.6,6.46,21.48,4.93,8.07,3.69,12,7
36,Male,17652,5.89,3,19,7.93,0.16,5.08,2,1.41,0.0,5.0,5.63,85.5,57.86,5.21,0.35,0.06,0.27,0.13,0.44,1.34,46,492,2.17,7,0,75.67,3,6.24,3.64,9.55,16.09,6.6,2.38,3.52,67,6
25,Male,10882,2.92,36,21,4.32,0.92,3.53,1,8.1,7.56,4.23,9.92,67.78,51.15,2.51,0.37,0.48,0.62,0.83,0.64,18.35,24,81,1.06,5,0,257.18,1,3.78,7.23,5.99,18.3,4.98,4.46,4.22,77,10
19,Female,147576,11.74,18,8,5.87,1.68,1.45,8,3.29,10.0,5.22,8.14,41.36,80.55,7.7,0.64,0.4,0.83,0.81,0.71,7.3,37,2,0.91,6,1,234.68,2,4.44,2.46,4.84,24.01,13.65,5.29,6.93,63,6
48,Female,22540,3.49,13,5,8.43,2.47,2.29,5,7.46,1.86,5.34,5.91,63.33,48.16,1.99,0.36,0.75,0.78,0.8,0.49,1.25,31,473,0.8,8,1,21.4,4,9.46,0.68,6.76,19.66,8.22,5.73,3.09,19,1
57,Male,22745,0.69,35,22,5.76,0.27,4.44,2,3.57,3.04,6.29,6.84,69.14,66.57,1.1,0.78,0.34,0.47,0.14,0.44,5.17,18,86,0.79,7,1,407.58,10,3.93,3.92,5.55,22.54,2.3,7.19,4.19,80,5
32,Male,81003,2.23,6,12,6.14,1.12,1.16,2,7.28,0.0,2.97,8.6,80.51,71.72,1.63,0.36,0.29,0.48,0.13,0.69,5.81,41,244,0.16,9,1,951.9,2,4.32,5.93,3.51,26.3,5.39,5.98,1.13,37,8
13,Male,76925,4.09,36,1,7.75,1.08,0.55,5,2.91,6.64,2.45,3.62,37.78,62.23,1.65,0.5,0.07,0.6,0.25,0.39,4.77,48,217,1.3,10,1,505.44,4,7.3,6.71,4.8,19.16,6.75,4.7,3.63,90,6
20,Female,108535,6.44,3,20,8.47,2.95,6.89,9,5.87,7.37,8.62,5.09,80.21,71.92,5.9,0.47,0.16,0.48,0.58,0.61,11.17,38,441,0.65,3,0,566.97,2,2.65,3.45,6.95,26.16,7.18,7.0,2.47,18,1
58,Male,31261,3.85,4,7,7.55,1.03,3.15,10,5.23,6.18,1.44,4.73,78.26,87.31,3.13,0.96,0.33,0.65,0.7,0.54,4.26,48,423,9.66,3,1,11.57,0,4.43,4.58,7.97,26.16,5.98,5.85,1.48,40,1
28,Male,16495,3.36,23,1,5.74,1.17,4.17,3,3.44,10.0,8.35,8.63,80.02,70.76,4.34,0.65,0.29,0.34,0.24,0.79,6.85,38,306,2.36,4,0,89.97,6,4.49,2.88,5.45,30.2,11.65,4.17,4.75,51,9
26,Female,55049,3.72,29,11,6.18,0.74,5.17,6,5.99,0.48,7.11,2.25,60.78,69.22,1.41,0.65,0.04,0.47,0.06,0.44,0.48,8,136,1.57,8,1,441.66,2,5.13,6.97,2.9,25.48,9.53,9.23,7.46,80,10
24,Male,40571,2.41,18,15,6.44,5.44,1.77,4,4.89,2.75,5.97,6.72,81.28,69.33,2.08,0.36,0.16,0.12,0.87,0.56,10.43,23,95,0.15,10,1,80.13,8,2.2,2.17,7.66,24.74,17.32,6.15,5.59,55,10
35,Female,124821,5.35,22,11,8.67,0.55,3.32,8,4.22,9.19,7.25,7.27,54.29,60.0,4.78,0.59,0.18,0.5,0.51,0.61,0.61,2,87,3.55,4,1,26.26,5,4.47,2.86,4.17,26.99,8.41,6.22,5.14,38,1
27,Female,53076,4.64,20,20,8.22,0.0,1.49,1,4.83,3.31,5.02,5.93,100.0,74.11,2.58,0.65,0.34,0.45,0.79,0.25,1.83,7,47,0.26,7,1,611.27,10,1.04,3.87,5.95,24.55,8.28,4.41,4.84,94,8
40,Male,38468,6.01,11,11,4.27,3.27,11.72,3,4.24,0.0,1.97,5.41,73.46,67.35,3.32,0.55,0.23,0.33,0.23,0.12,5.8,13,75,0.6,6,1,200.85,5,4.6,4.72,4.58,23.85,11.03,3.57,4.74,46,4
46,Female,8743,5.41,36,15,6.19,2.51,2.53,2,4.66,2.97,5.3,4.37,57.94,48.14,4.18,0.08,0.17,0.29,0.47,0.93,9.26,32,459,5.66,9,1,23.96,8,1.76,9.76,5.21,25.9,8.07,2.6,3.45,92,1
14,Female,53630,2.96,18,16,7.66,0.86,0.33,4,4.07,10.0,2.4,2.77,77.86,55.35,3.27,0.47,0.28,0.17,0.7,0.6,5.89,36,50,1.87,10,1,42.83,5,2.87,0.59,7.82,19.33,4.95,9.46,2.55,11,10
44,Male,52092,1.61,25,11,6.21,0.77,0.74,9,3.04,4.34,3.97,4.2,72.34,76.87,0.7,0.75,0.19,0.65,0.38,0.43,11.58,43,263,2.82,3,1,369.09,10,5.94,6.27,8.1,21.74,7.41,5.45,4.12,36,5
35,Female,147284,7.57,4,22,8.84,1.99,0.61,5,7.57,5.61,4.71,4.94,80.92,60.44,6.52,0.62,0.2,0.17,0.65,0.89,7.91,49,87,6.59,3,1,289.61,4,3.54,3.82,5.58,22.82,12.15,7.12,7.75,31,5
34,Male,77004,2.01,27,4,7.93,5.07,0.86,3,6.1,8.45,5.5,4.0,74.5,83.38,3.52,0.67,0.22,0.22,0.88,0.36,3.11,18,400,1.79,2,1,775.45,4,6.43,2.5,8.0,20.9,4.22,4.24,0.0,75,3
37,Male,32684,2.35,16,17,5.45,1.16,1.23,5,7.8,5.27,7.98,9.67,90.94,82.27,1.57,0.58,0.4,0.54,0.51,0.15,8.33,28,307,0.31,3,0,1250.28,4,3.96,4.86,5.35,19.14,8.48,5.05,3.47,63,1
34,Female,14376,7.55,1,0,7.51,0.38,0.98,6,2.52,7.04,6.95,3.95,68.82,88.4,6.13,0.08,0.08,0.52,0.4,0.4,8.16,7,183,3.04,0,1,163.64,8,3.37,3.07,6.0,18.46,10.89,6.77,5.24,9,7
34,Female,59911,1.38,9,6,8.04,6.28,1.02,1,5.22,6.59,8.3,9.01,83.14,86.4,1.15,0.25,0.26,0.26,0.89,0.19,13.11,45,105,3.56,5,0,887.84,8,4.13,4.76,5.3,28.29,6.71,9.15,3.59,4,2
54,Female,29350,5.07,10,19,7.48,0.52,3.6,6,6.61,2.24,6.4,9.09,83.7,83.44,3.59,0.24,0.52,0.4,0.66,0.72,7.09,24,76,1.19,10,0,500.18,6,2.96,6.53,6.72,26.59,6.14,4.25,2.07,78,7
18,Female,127349,2.85,9,16,8.92,1.01,9.99,1,7.15,5.49,6.16,6.09,52.23,96.46,3.61,0.67,0.15,0.47,0.86,0.42,5.46,5,253,0.49,2,1,764.48,6,3.88,3.02,7.85,20.45,11.55,0.17,3.3,66,5
27,Female,121648,5.33,39,24,5.98,1.65,6.25,4,2.52,7.31,5.26,4.17,67.76,83.1,3.32,0.16,0.46,0.13,0.81,0.73,4.29,48,62,2.02,1,1,591.76,9,6.01,2.68,7.79,27.32,9.48,0.0,2.5,87,3
55,Female,138868,4.49,36,19,6.63,0.61,0.01,10,5.1,6.9,5.39,4.59,66.2,79.27,3.13,0.21,0.1,0.66,0.59,0.52,3.48,40,499,0.27,5,0,1218.89,3,6.48,4.05,6.26,27.28,18.77,5.88,3.55,17,8
49,Female,34709,0.32,16,8,7.02,5.81,6.56,5,9.48,5.99,5.7,8.89,82.67,84.22,0.0,0.33,0.23,0.36,0.78,0.6,4.66,39,179,2.3,10,0,988.64,3,6.87,4.35,5.07,25.65,5.82,0.75,4.26,9,6
45,Male,147308,3.43,31,4,4.75,0.08,2.8,6,2.88,3.06,7.22,4.07,73.38,62.84,4.18,0.85,0.43,0.24,0.56,0.29,3.85,31,87,2.97,4,0,282.62,10,5.94,6.15,4.84,20.24,8.19,3.86,1.98,84,10
